Token,Symbol Details,Exchange Instrument Type,Minimum Lot Size,Tick Size,ISIN,Trading Session,Last Update Date,Expiry Date,Symbol Ticker,Exchange,Segment,Scrip Code,Underlying Symbol,Underlying Scrip Code,Strike Price,Option Type
1.01E+13,JPYINR 24 Nov 22 53.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2253.5CE,10,12,5258,JPYINR,27,53.5,CE
1.01E+13,JPYINR 24 Nov 22 53.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2253.5PE,10,12,5290,JPYINR,27,53.5,PE
1.01E+13,JPYINR 24 Nov 22 53.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2253.75CE,10,12,5297,JPYINR,27,53.75,CE
1.01E+13,JPYINR 24 Nov 22 53.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2253.75PE,10,12,5324,JPYINR,27,53.75,PE
1.01E+13,JPYINR 24 Nov 22 54 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254CE,10,12,5325,JPYINR,27,54,CE
1.01E+13,JPYINR 24 Nov 22 54 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254PE,10,12,5326,JPYINR,27,54,PE
1.01E+13,JPYINR 24 Nov 22 54.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254.25CE,10,12,5360,JPYINR,27,54.25,CE
1.01E+13,EURINR 24 Nov 22 86.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2286.5CE,10,12,5458,EURINR,25,86.5,CE
1.01E+13,EURINR 24 Nov 22 86.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2286.5PE,10,12,5459,EURINR,25,86.5,PE
1.01E+13,JPYINR 24 Nov 22 54.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254.25PE,10,12,5519,JPYINR,27,54.25,PE
1.01E+13,JPYINR 24 Nov 22 54.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254.5CE,10,12,5520,JPYINR,27,54.5,CE
1.01E+13,JPYINR 24 Nov 22 54.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254.5PE,10,12,5525,JPYINR,27,54.5,PE
1.01E+13,JPYINR 24 Nov 22 54.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254.75CE,10,12,5624,JPYINR,27,54.75,CE
1.01E+13,JPYINR 24 Nov 22 54.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2254.75PE,10,12,5625,JPYINR,27,54.75,PE
1.01E+13,EURINR 24 Nov 22 84.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2284.5CE,10,12,5631,EURINR,25,84.5,CE
1.01E+13,EURINR 24 Nov 22 84.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2284.5PE,10,12,5633,EURINR,25,84.5,PE
1.01E+13,EURINR 24 Nov 22 84.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2284.75CE,10,12,5634,EURINR,25,84.75,CE
1.01E+13,EURINR 24 Nov 22 84.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2284.75PE,10,12,5635,EURINR,25,84.75,PE
1.01E+13,GBPINR 24 Nov 22 103 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:GBPINR24N22103CE,10,12,5747,GBPINR,26,103,CE
1.01E+13,GBPINR 24 Nov 22 103 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:GBPINR24N22103PE,10,12,5748,GBPINR,26,103,PE
1.01E+13,JPYINR 24 Nov 22 55 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255CE,10,12,5791,JPYINR,27,55,CE
1.01E+13,JPYINR 24 Nov 22 55 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255PE,10,12,5794,JPYINR,27,55,PE
1.01E+13,JPYINR 24 Nov 22 55.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255.25CE,10,12,5805,JPYINR,27,55.25,CE
1.01E+13,JPYINR 24 Nov 22 55.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255.25PE,10,12,5806,JPYINR,27,55.25,PE
1.01E+13,JPYINR 24 Nov 22 55.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255.5CE,10,12,5873,JPYINR,27,55.5,CE
1.01E+13,GBPINR 24 Nov 22 103.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:GBPINR24N22103.5CE,10,12,5913,GBPINR,26,103.5,CE
1.01E+13,GBPINR 24 Nov 22 103.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:GBPINR24N22103.5PE,10,12,5914,GBPINR,26,103.5,PE
1.01E+13,JPYINR 24 Nov 22 55.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255.5PE,10,12,5922,JPYINR,27,55.5,PE
1.01E+13,JPYINR 24 Nov 22 55.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255.75CE,10,12,5923,JPYINR,27,55.75,CE
1.01E+13,JPYINR 24 Nov 22 55.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2255.75PE,10,12,5985,JPYINR,27,55.75,PE
1.01E+13,JPYINR 24 Nov 22 56 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256CE,10,12,5998,JPYINR,27,56,CE
1.01E+13,JPYINR 24 Nov 22 49 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2249CE,10,12,6001,JPYINR,27,49,CE
1.01E+13,JPYINR 24 Nov 22 49 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2249PE,10,12,6002,JPYINR,27,49,PE
1.01E+13,JPYINR 24 Nov 22 49.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2249.25CE,10,12,6003,JPYINR,27,49.25,CE
1.01E+13,JPYINR 24 Nov 22 49.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2249.25PE,10,12,6004,JPYINR,27,49.25,PE
1.01E+13,JPYINR 24 Nov 22 49.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2249.5CE,10,12,6005,JPYINR,27,49.5,CE
1.01E+13,JPYINR 24 Nov 22 49.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2249.5PE,10,12,6007,JPYINR,27,49.5,PE
1.01E+13,JPYINR 24 Nov 22 56 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256PE,10,12,6049,JPYINR,27,56,PE
1.01E+13,JPYINR 24 Nov 22 56.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256.25CE,10,12,6050,JPYINR,27,56.25,CE
1.01E+13,JPYINR 24 Nov 22 56.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256.25PE,10,12,6051,JPYINR,27,56.25,PE
1.01E+13,JPYINR 24 Nov 22 56.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256.5CE,10,12,6052,JPYINR,27,56.5,CE
1.01E+13,JPYINR 24 Nov 22 56.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256.5PE,10,12,6053,JPYINR,27,56.5,PE
1.01E+13,JPYINR 24 Nov 22 56.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256.75CE,10,12,6054,JPYINR,27,56.75,CE
1.01E+13,JPYINR 24 Nov 22 50.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2250.25CE,10,12,6117,JPYINR,27,50.25,CE
1.01E+13,JPYINR 24 Nov 22 50.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2250.25PE,10,12,6118,JPYINR,27,50.25,PE
1.01E+13,JPYINR 24 Nov 22 56.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2256.75PE,10,12,6255,JPYINR,27,56.75,PE
1.01E+13,JPYINR 24 Nov 22 57 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257CE,10,12,6256,JPYINR,27,57,CE
1.01E+13,JPYINR 24 Nov 22 57 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257PE,10,12,6257,JPYINR,27,57,PE
1.01E+13,JPYINR 24 Nov 22 57.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257.25CE,10,12,6258,JPYINR,27,57.25,CE
1.01E+13,JPYINR 24 Nov 22 57.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257.25PE,10,12,6259,JPYINR,27,57.25,PE
1.01E+13,JPYINR 24 Nov 22 57.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257.5CE,10,12,6260,JPYINR,27,57.5,CE
1.01E+13,JPYINR 24 Nov 22 57.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257.5PE,10,12,6261,JPYINR,27,57.5,PE
1.01E+13,JPYINR 24 Nov 22 57.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257.75CE,10,12,6262,JPYINR,27,57.75,CE
1.01E+13,JPYINR 24 Nov 22 57.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2257.75PE,10,12,6341,JPYINR,27,57.75,PE
1.01E+13,JPYINR 24 Nov 22 58 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258CE,10,12,6342,JPYINR,27,58,CE
1.01E+13,JPYINR 24 Nov 22 58 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258PE,10,12,6459,JPYINR,27,58,PE
1.01E+13,JPYINR 24 Nov 22 58.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258.25CE,10,12,6460,JPYINR,27,58.25,CE
1.01E+13,JPYINR 24 Nov 22 58.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258.25PE,10,12,6461,JPYINR,27,58.25,PE
1.01E+13,JPYINR 24 Nov 22 58.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258.5CE,10,12,6530,JPYINR,27,58.5,CE
1.01E+13,JPYINR 24 Nov 22 58.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258.5PE,10,12,6539,JPYINR,27,58.5,PE
1.01E+13,JPYINR 24 Nov 22 58.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258.75CE,10,12,6593,JPYINR,27,58.75,CE
1.01E+13,JPYINR 24 Nov 22 58.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2258.75PE,10,12,6594,JPYINR,27,58.75,PE
1.01E+13,JPYINR 24 Nov 22 59 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259CE,10,12,6595,JPYINR,27,59,CE
1.01E+13,JPYINR 24 Nov 22 59 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259PE,10,12,6596,JPYINR,27,59,PE
1.01E+13,JPYINR 24 Nov 22 59.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259.25CE,10,12,6607,JPYINR,27,59.25,CE
1.01E+13,JPYINR 24 Nov 22 59.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259.25PE,10,12,6611,JPYINR,27,59.25,PE
1.01E+13,JPYINR 24 Nov 22 59.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259.5CE,10,12,6614,JPYINR,27,59.5,CE
1.01E+13,JPYINR 24 Nov 22 59.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259.5PE,10,12,6630,JPYINR,27,59.5,PE
1.01E+13,JPYINR 24 Nov 22 59.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259.75CE,10,12,6633,JPYINR,27,59.75,CE
1.01E+13,JPYINR 24 Nov 22 59.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2259.75PE,10,12,6634,JPYINR,27,59.75,PE
1.01E+13,JPYINR 24 Nov 22 60 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260CE,10,12,6707,JPYINR,27,60,CE
1.01E+13,JPYINR 24 Nov 22 60 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260PE,10,12,6708,JPYINR,27,60,PE
1.01E+13,JPYINR 24 Nov 22 60.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260.25CE,10,12,6754,JPYINR,27,60.25,CE
1.01E+13,USDINR 24 Nov 22 84.875 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2284.875CE,10,12,6760,USDINR,1,84.875,CE
1.01E+13,USDINR 24 Nov 22 84.875 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2284.875PE,10,12,6761,USDINR,1,84.875,PE
1.01E+13,EURINR 24 Nov 22 85.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2285.25CE,10,12,6808,EURINR,25,85.25,CE
1.01E+13,EURINR 24 Nov 22 85.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:EURINR24N2285.25PE,10,12,6809,EURINR,25,85.25,PE
1.01E+13,JPYINR 24 Nov 22 60.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260.25PE,10,12,6827,JPYINR,27,60.25,PE
1.01E+13,JPYINR 24 Nov 22 60.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260.5CE,10,12,6828,JPYINR,27,60.5,CE
1.01E+13,JPYINR 24 Nov 22 60.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260.5PE,10,12,6924,JPYINR,27,60.5,PE
1.01E+13,JPYINR 24 Nov 22 60.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260.75CE,10,12,6930,JPYINR,27,60.75,CE
1.01E+13,JPYINR 24 Nov 22 60.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2260.75PE,10,12,6932,JPYINR,27,60.75,PE
1.01E+13,JPYINR 24 Nov 22 61 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261CE,10,12,6933,JPYINR,27,61,CE
1.01E+13,JPYINR 24 Nov 22 61 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261PE,10,12,6937,JPYINR,27,61,PE
1.01E+13,JPYINR 24 Nov 22 61.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261.25CE,10,12,6938,JPYINR,27,61.25,CE
1.01E+13,JPYINR 24 Nov 22 61.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261.25PE,10,12,6939,JPYINR,27,61.25,PE
1.01E+13,JPYINR 24 Nov 22 61.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261.5CE,10,12,6968,JPYINR,27,61.5,CE
1.01E+13,JPYINR 24 Nov 22 61.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261.5PE,10,12,7150,JPYINR,27,61.5,PE
1.01E+13,JPYINR 24 Nov 22 61.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261.75CE,10,12,7151,JPYINR,27,61.75,CE
1.01E+13,JPYINR 24 Nov 22 61.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2261.75PE,10,12,7213,JPYINR,27,61.75,PE
1.01E+13,JPYINR 24 Nov 22 62 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262CE,10,12,7217,JPYINR,27,62,CE
1.01E+13,JPYINR 24 Nov 22 62 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262PE,10,12,7219,JPYINR,27,62,PE
1.01E+13,JPYINR 24 Nov 22 62.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262.25CE,10,12,7220,JPYINR,27,62.25,CE
1.01E+13,JPYINR 24 Nov 22 62.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262.25PE,10,12,7243,JPYINR,27,62.25,PE
1.01E+13,JPYINR 24 Nov 22 62.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262.5CE,10,12,7244,JPYINR,27,62.5,CE
1.01E+13,JPYINR 24 Nov 22 62.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262.5PE,10,12,7245,JPYINR,27,62.5,PE
1.01E+13,JPYINR 24 Nov 22 62.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262.75CE,10,12,7246,JPYINR,27,62.75,CE
1.01E+13,JPYINR 24 Nov 22 62.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2262.75PE,10,12,7247,JPYINR,27,62.75,PE
1.01E+13,JPYINR 24 Nov 22 63 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263CE,10,12,7248,JPYINR,27,63,CE
1.01E+13,JPYINR 24 Nov 22 63 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263PE,10,12,7450,JPYINR,27,63,PE
1.01E+13,JPYINR 24 Nov 22 63.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263.25CE,10,12,7451,JPYINR,27,63.25,CE
1.01E+13,JPYINR 24 Nov 22 50 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2250CE,10,12,7766,JPYINR,27,50,CE
1.01E+13,JPYINR 24 Nov 22 50 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2250PE,10,12,7767,JPYINR,27,50,PE
1.01E+13,JPYINR 24 Nov 22 63.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263.25PE,10,12,7799,JPYINR,27,63.25,PE
1.01E+13,JPYINR 24 Nov 22 63.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263.5CE,10,12,7800,JPYINR,27,63.5,CE
1.01E+13,JPYINR 24 Nov 22 63.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263.5PE,10,12,8039,JPYINR,27,63.5,PE
1.01E+13,JPYINR 24 Nov 22 63.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263.75CE,10,12,8040,JPYINR,27,63.75,CE
1.01E+13,JPYINR 24 Nov 22 63.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2263.75PE,10,12,8041,JPYINR,27,63.75,PE
1.01E+13,JPYINR 24 Nov 22 64 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2264CE,10,12,8042,JPYINR,27,64,CE
1.01E+13,JPYINR 24 Nov 22 64 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2264PE,10,12,8073,JPYINR,27,64,PE
1.01E+13,JPYINR 24 Nov 22 64.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2264.25CE,10,12,8074,JPYINR,27,64.25,CE
1.01E+13,JPYINR 24 Nov 22 64.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2264.25PE,10,12,8085,JPYINR,27,64.25,PE
1.01E+13,JPYINR 24 Nov 22 64.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2264.5CE,10,12,8086,JPYINR,27,64.5,CE
1.01E+13,JPYINR 24 Nov 22 64.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:JPYINR24N2264.5PE,10,12,8087,JPYINR,27,64.5,PE
1.01E+13,USDINR 24 Nov 22 78 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278CE,10,12,8112,USDINR,1,78,CE
1.01E+13,USDINR 24 Nov 22 78 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278PE,10,12,8183,USDINR,1,78,PE
1.01E+13,USDINR 24 Nov 22 78.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278.25CE,10,12,8186,USDINR,1,78.25,CE
1.01E+13,USDINR 24 Nov 22 78.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278.25PE,10,12,8213,USDINR,1,78.25,PE
1.01E+13,USDINR 24 Nov 22 78.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278.5CE,10,12,8214,USDINR,1,78.5,CE
1.01E+13,USDINR 24 Nov 22 78.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278.5PE,10,12,8250,USDINR,1,78.5,PE
1.01E+13,USDINR 24 Nov 22 78.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278.75CE,10,12,8251,USDINR,1,78.75,CE
1.01E+13,USDINR 24 Nov 22 78.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2278.75PE,10,12,8283,USDINR,1,78.75,PE
1.01E+13,USDINR 24 Nov 22 79 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279CE,10,12,8284,USDINR,1,79,CE
1.01E+13,USDINR 24 Nov 22 79 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279PE,10,12,8363,USDINR,1,79,PE
1.01E+13,USDINR 24 Nov 22 79.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279.25CE,10,12,8367,USDINR,1,79.25,CE
1.01E+13,USDINR 24 Nov 22 79.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279.25PE,10,12,8368,USDINR,1,79.25,PE
1.01E+13,USDINR 24 Nov 22 79.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279.5CE,10,12,8387,USDINR,1,79.5,CE
1.01E+13,USDINR 24 Nov 22 79.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279.5PE,10,12,8402,USDINR,1,79.5,PE
1.01E+13,USDINR 24 Nov 22 79.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279.75CE,10,12,8403,USDINR,1,79.75,CE
1.01E+13,USDINR 24 Nov 22 79.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2279.75PE,10,12,8408,USDINR,1,79.75,PE
1.01E+13,USDINR 24 Nov 22 80 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280CE,10,12,8409,USDINR,1,80,CE
1.01E+13,USDINR 24 Nov 22 80 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280PE,10,12,8410,USDINR,1,80,PE
1.01E+13,USDINR 24 Nov 22 80.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280.25CE,10,12,8411,USDINR,1,80.25,CE
1.01E+13,USDINR 24 Nov 22 80.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280.25PE,10,12,8412,USDINR,1,80.25,PE
1.01E+13,USDINR 24 Nov 22 80.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280.5CE,10,12,8413,USDINR,1,80.5,CE
1.01E+13,USDINR 24 Nov 22 80.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280.5PE,10,12,8528,USDINR,1,80.5,PE
1.01E+13,USDINR 24 Nov 22 80.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1732258800,NSE:USDINR24N2280.75CE,10,12,8529,USDINR,1,80.75,CE
